address,lat,lon,formatted_address,loc_type
100 CARROLLTON TERRACE Charlottesville VA,38.0279958,-78.5102634,"100 Carrollton Terrace, Charlottesville, VA 22903, USA",ROOFTOP
1900 EMMETT ST N Charlottesville VA,38.0606411,-78.4925669,"1900 Emmet St N, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
100 MONTEVISTA AVE Charlottesville VA,38.0172698,-78.5126709,"100 Monte Vista Ave, Charlottesville, VA 22903, USA",ROOFTOP
2400 FOUNTAINE AVE Charlottesville VA,38.0257449,-78.5190005,"2400 Fontaine Ave, Charlottesville, VA 22903, USA",ROOFTOP
1000 S 1ST ST Charlottesville VA,38.0206477,-78.4872627,"1000 1st St S, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1000 SOUTH 1ST ST Charlottesville VA,38.0206477,-78.4872627,"1000 1st St S, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1000 CALTON AVE Charlottesville VA,38.0243467,-78.474449,"1000 Carlton Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
800 E HARDY DR. Charlottesville VA,38.0334203,-78.4902161,"800 Hardy Dr, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
600 EMARKET ST Charlottesville VA,38.0304127,-78.4774586,"600 E Market St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1100 FORST HILLS AVE Charlottesville VA,38.025348,-78.4985489,"1100 Forest Hills Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
500 COURT SQUARE Charlottesville VA,38.031064,-78.477593,"500 Court Square, Charlottesville, VA 22902, USA",ROOFTOP
100 W. SOUTH ST Charlottesville VA,38.0294155,-78.4823978,"100 South Street West, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
900 ANDRESON ST Charlottesville VA,38.0365983,-78.4926267,"900 Anderson St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1400 MELBOURNE ST Charlottesville VA,38.0523149,-78.4759642,"1400 Melbourne Rd, Charlottesville, VA 22901, USA",ROOFTOP
2000 MINOR RIDGE RD Charlottesville VA,38.0752227,-78.4851774,"2000 Minor Ridge Ct, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
200 MONTE VISTA Charlottesville VA,38.0162679,-78.5137966,"200 Monte Vista Ave, Charlottesville, VA 22903, USA",ROOFTOP
900 RAINER RD Charlottesville VA,38.020944,-78.507475,"900 Rainier Rd, Charlottesville, VA 22903, USA",ROOFTOP
1800 HYDRAULI C RD Charlottesville VA,38.0595205,-78.4897056,"1800 Hydraulic Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
2600 JEFFERSON PARK CRL Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
400 14TH ST NE Charlottesville VA,38.0381182,-78.4974749,"400 14th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
2100 TARLTON DR Charlottesville VA,38.0614465,-78.4708612,"2100 Tarleton Dr, Charlottesville, VA 22901, USA",ROOFTOP
100 CHISOLM PL Charlottesville VA,38.0268001,-78.4635319,"100 Chisholm Pl, Charlottesville, VA 22902, USA",ROOFTOP
500 LEXINGOTN AVE Charlottesville VA,38.0330907,-78.4724331,"500 Lexington Ave, Charlottesville, VA 22902, USA",ROOFTOP
1400 1/2 UNIVERSITY AVE Charlottesville VA,38.0340277,-78.5000549,"1400 University Ave, Charlottesville, VA 22903, USA",ROOFTOP
100 CARROLTON TERR Charlottesville VA,38.0279958,-78.5102634,"100 Carrollton Terrace, Charlottesville, VA 22903, USA",ROOFTOP
100 CARROLLTON TERR Charlottesville VA,38.0279958,-78.5102634,"100 Carrollton Terrace, Charlottesville, VA 22903, USA",ROOFTOP
200 15TH ST Charlottesville VA,38.0351581,-78.4996131,"200 15th St NW, Charlottesville, VA 22903, USA",ROOFTOP
12200 SMITH ST Charlottesville VA,38.0411167,-78.4585232,"Smith St, Charlottesville, VA 22901, USA",GEOMETRIC_CENTER
1900 EMMER ST N Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1800 UNIVERSITY CIRCLE Charlottesville VA,38.0419911,-78.5018721,"1800 University Cir, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
700 ROCKREEK RD Charlottesville VA,38.0228669,-78.5009065,"700 Rockcreek Rd, Charlottesville, VA 22903, USA",ROOFTOP
1500 CHERRYAVE Charlottesville VA,38.024239,-78.5032879,"1500 Cherry Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
300 15THS T NW Charlottesville VA,38.0363211,-78.4993725,"300 15th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
300 15TH ST Charlottesville VA,38.0363211,-78.4993725,"300 15th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
600 BRENHEIM AVE Charlottesville VA,38.0233234,-78.4818195,"600 Blenheim Ave, Charlottesville, VA 22902, USA",ROOFTOP
1100 MILMONT ST Charlottesville VA,38.0526705,-78.5025274,"1100 Millmont St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
800 CYNTIANNA AVE Charlottesville VA,38.03964,-78.4844194,"800 Cynthianna Ave, Charlottesville, VA 22903, USA",ROOFTOP
1300 HILLTOP ROAD Charlottesville VA,38.0500068,-78.492657500000007,"1300 Hilltop Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1900 THOMAS RD Charlottesville VA,37.9792143,-78.421723,"1900 Thomas Jefferson Pkwy, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
800 PRESTEN AVE Charlottesville VA,38.0364566,-78.4887939,"800 Preston Ave, Charlottesville, VA 22903, USA",ROOFTOP
800 BOLLING AV Charlottesville VA,38.0226307,-78.4780281,"800 Bolling Ave, Charlottesville, VA 22902, USA",ROOFTOP
1100 EMEMT ST N Charlottesville VA,38.0513687,-78.5000734,"1100 Emmet St N, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1700 E  MARKET ST Charlottesville VA,38.0229337,-78.4597845,"1700 E Market St, Charlottesville, VA 22902, USA",ROOFTOP
100 N EMMET ST Charlottesville VA,38.039893,-78.506392,"100 Emmet St N, Charlottesville, VA 22903, USA",ROOFTOP
900 EMMET  ST N Charlottesville VA,38.048578,-78.5029799,"900 Emmet St N, Charlottesville, VA 22903, USA",ROOFTOP
1300 RIVERDALE DR. Charlottesville VA,38.0349895,-78.4614555,"1300 Riverdale Dr, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 GREENWICH CT. Charlottesville VA,38.0188119,-78.470309,"100 Greenwich Ct, Charlottesville, VA 22902, USA",ROOFTOP
100 CHANDLER ST Charlottesville VA,38.013377,-78.4938729,"100 Chandler Ct, Charlottesville, VA 22902, USA",ROOFTOP
200 PALATINE ST Charlottesville VA,38.0156447,-78.4810349,"200 Palatine Ave, Charlottesville, VA 22902, USA",ROOFTOP
28000 N JAMES MADISON HWY Charlottesville VA,37.9695461,-78.2204183,"28000 James Madison Hwy, Troy, VA 22974, USA",RANGE_INTERPOLATED
600 WATER ST E Charlottesville VA,38.0287467,-78.4775983,"600 Water St E, Charlottesville, VA 22902, USA",ROOFTOP
300 RIVERISDE DR Charlottesville VA,38.023876,-78.455313,"300 Riverside Ave, Charlottesville, VA 22902, USA",ROOFTOP
1100 SEMINOLE STRL Charlottesville VA,38.0667214,-78.4875455,"1100 Seminole Trail, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1300 RIVERSIDE DR Charlottesville VA,37.906928,-78.295496,"Riverside Dr, Palmyra, VA 22963, USA",GEOMETRIC_CENTER
900 SOUTH FIRST ST Charlottesville VA,38.0232593,-78.4857129,"900 1st St S, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
600 E MAKET ST Charlottesville VA,38.0304127,-78.4774586,"600 E Market St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
300 CAMELLIA DR Charlottesville VA,38.0122024,-78.5107629,"300 Camellia Dr, Charlottesville, VA 22903, USA",ROOFTOP
1600 SAINT ANNES ROAD Charlottesville VA,38.0560624,-78.4837868,"1600 St Annes Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
100 MINOR CT LN Charlottesville VA,38.0348877,-78.5005799,"100 Minor Ct Ln, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1600 AVONT ST EXT Charlottesville VA,38.0109061,-78.4898345,"1600 Avon Street Ext, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1100 ROSE HILL RD Charlottesville VA,38.0416584,-78.4840357,"1100 Rose Hill Dr, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1300 N EMMET ST Charlottesville VA,38.0553693,-78.496512,"1300 Emmet St N, Charlottesville, VA 22903, USA",ROOFTOP
700 STONE HENGE AVE Charlottesville VA,38.0186544,-78.4823536,"700 Stonehenge Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
200 HARTSMAN MILL RD Charlottesville VA,38.0197011,-78.4884137,"200 Hartmans Mill Rd, Charlottesville, VA 22902, USA",ROOFTOP
400 CITYWALK WAY Charlottesville VA,38.0255652,-78.469162,"4000 City Walk Way, Charlottesville, VA 22902, USA",ROOFTOP
1500 ANTIONETTE CT Charlottesville VA,38.0206057,-78.499495,"1500 Antoinette Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 WASHINGTON ST Charlottesville VA,38.0275935,-78.5136388,"100 Washington Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1100 E MARTKET ST Charlottesville VA,38.0283236,-78.472192,"1100 E Market St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
2100 BARRAKCS RD Charlottesville VA,38.052787,-78.499113,"2100 Barracks Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 SEE FR300 Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
100 STRAFORD CT Charlottesville VA,38.026127,-78.5087538,"100 Stratford Ct, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
800 RUBY RD Charlottesville VA,38.0435988,-78.4975131,"800 Rugby Rd, Charlottesville, VA 22903, USA",ROOFTOP
300 WATER ST E Charlottesville VA,38.0295594,-78.4803683,"300 Water St E, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
500 S FIRST ST Charlottesville VA,38.0270392,-78.4830237,"500 1st St S, Charlottesville, VA 22902, USA",ROOFTOP
800 E MARKET Charlottesville VA,38.0295702,-78.476024,"800 E Market St, Charlottesville, VA 22902, USA",ROOFTOP
100 DARIEN TERRACE Charlottesville VA,38.018651,-78.4698099,"100 Darien Terrace, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
600 E WATER T Charlottesville VA,38.0287467,-78.4775983,"600 Water St E, Charlottesville, VA 22902, USA",ROOFTOP
100 BROOKWOOD RD Charlottesville VA,38.018713,-78.4960201,"100 Brookwood Dr, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1000 ALTAVISTA AV Charlottesville VA,38.0180764,-78.4771336,"1000 Altavista Ave, Charlottesville, VA 22902, USA",ROOFTOP
1000 ASHBY  PL Charlottesville VA,38.043306,-78.4680786,"1000 Ashby Pl, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
700 ORANGEDALE DR Charlottesville VA,38.0246036,-78.4954169,"700 Orangedale Ave, Charlottesville, VA 22903, USA",ROOFTOP
700 CHARLTON AVENUE Charlottesville VA,38.037645,-78.4857339,"700 Charlton Ave, Charlottesville, VA 22903, USA",ROOFTOP
1700 YORK TOWN DR Charlottesville VA,38.0571788,-78.4774705,"1700 Yorktown Dr, Charlottesville, VA 22901, USA",ROOFTOP
2200 JEFFERSON PARK AVENUE Charlottesville VA,38.0256858,-78.5152995,"2200 Jefferson Park Ave, Charlottesville, VA 22903, USA",ROOFTOP
700 PROSPECT Charlottesville VA,38.0245896,-78.4946679,"700 Prospect Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
700 STONEHENDGE AVE Charlottesville VA,38.0186544,-78.4823536,"700 Stonehenge Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1100 ELLIOT AVE Charlottesville VA,38.0181527,-78.4750131,"1100 Elliott Ave, Charlottesville, VA 22902, USA",ROOFTOP
300 10TH 1/2 ST Charlottesville VA,38.035591,-78.4943257,"300 10 1/2 St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
400 RIDGE MCINTIRE Charlottesville VA,38.0326424,-78.4845898,"400 Ridge McIntire Rd, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 CHELSA DR Charlottesville VA,38.0287226,-78.5125315,"100 Chelsea Dr, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
900 ANDERSONS ST Charlottesville VA,38.0355759,-78.4908367,"900 Anderson St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
2500 FOUNTAINE AVE Charlottesville VA,38.0257896,-78.5208802,"2500 Fontaine Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1500 ANTIONETTE AVE Charlottesville VA,38.0206057,-78.499495,"1500 Antoinette Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 HARMAN ST Charlottesville VA,38.0272934,-78.5124603,"100 Harmon St, Charlottesville, VA 22903, USA",ROOFTOP
1500 GREEM ST Charlottesville VA,38.0167728,-78.4808899,"1500 Green St, Charlottesville, VA 22902, USA",ROOFTOP
200 EAST MARKET ST Charlottesville VA,38.0311029,-78.4803537,"200 E Market St, Charlottesville, VA 22902, USA",ROOFTOP
400 E HIGT ST Charlottesville VA,38.0322975,-78.4781153,"400 E High St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1000 MILLMOUNT ST Charlottesville VA,38.0510656,-78.5042225,"1000 Millmont St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1800 MEADOWBROOK HGTS RD Charlottesville VA,38.0601157,-78.479253,"1800 Meadowbrook Heights Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1600 GREEN LEAF LN Charlottesville VA,38.0499143,-78.4842211,"1600 Greenleaf Ln, Charlottesville, VA 22903, USA",ROOFTOP
5300 GOV BARBOUR ST Charlottesville VA,38.1740407,-78.285624,"5300 Governor Barbour St, Barboursville, VA 22923, USA",RANGE_INTERPOLATED
800 MONTICELLLO RD Charlottesville VA,38.0247508,-78.4754678,"800 Monticello Rd, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
500 7 1/2 ST NW Charlottesville VA,38.0271943,-78.4931824,"500 7 1/2 St SW, Charlottesville, VA 22903, USA",ROOFTOP
100 PEREGORY LANE Charlottesville VA,38.005663,-78.4967729,"100 Peregory Ln, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 14TH STREET NW Charlottesville VA,38.0340488,-78.4995873,"100 14th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
2000 STADIUM  RD Charlottesville VA,38.0284817,-78.514638,"2000 Stadium Rd, Charlottesville, VA 22903, USA",ROOFTOP
100 HAMMOND STREET Charlottesville VA,38.0212405,-78.5129091,"Hammond St, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
100 CHRISHOLM PL Charlottesville VA,38.0268001,-78.4635319,"100 Chisholm Pl, Charlottesville, VA 22902, USA",ROOFTOP
1800 MEADOWBROOK HGTS Charlottesville VA,38.0601157,-78.479253,"1800 Meadowbrook Heights Rd, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1900 JEFFERSON PARK AV Charlottesville VA,38.0274135,-78.5112574,"1900 Jefferson Park Ave, Charlottesville, VA 22903, USA",ROOFTOP
600 GARRET ST Charlottesville VA,38.0273443,-78.4789583,"600 Garrett St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
100 12 1/2 ST MW Charlottesville VA,38.0332232,-78.497521,"100 12 1/2 St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
400 E JEFFERSON STR Charlottesville VA,38.0315764,-78.478539,"400 E Jefferson St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
400 PARK STREET Charlottesville VA,38.031956,-78.4769473,"400 Park St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1000 FORESTHILLS AVE Charlottesville VA,38.0253238,-78.4957235,"1000 Forest Hills Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
700 GRAVE ST Charlottesville VA,38.0269291,-78.4766666,"700 Graves St, Charlottesville, VA 22902, USA",ROOFTOP
1000 CHERRY Charlottesville VA,38.0264846,-78.4974462,"1000 Cherry Ave, Charlottesville, VA 22903, USA",ROOFTOP
1400 HAMPTOM ST Charlottesville VA,38.0192101,-78.4691263,"1400 Hampton St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
11000 E MARKET ST Charlottesville VA,38.0263174,-78.4672396,"E Market St, Charlottesville, VA 22902, USA",GEOMETRIC_CENTER
500 W MAIN T Charlottesville VA,38.0307688,-78.487897,"500 W Main St, Charlottesville, VA 22903, USA",ROOFTOP
1100 GORDON AV Charlottesville VA,38.0380867,-78.4941799,"1100 Gordon Ave, Charlottesville, VA 22903, USA",ROOFTOP
1400 MEBOURNE RD Charlottesville VA,38.0523149,-78.4759642,"1400 Melbourne Rd, Charlottesville, VA 22901, USA",ROOFTOP
700 6TH SE Charlottesville VA,38.0250973,-78.4807277,"700 6th St SE, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1200 AGUESE ST Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
400 13ST NW Charlottesville VA,38.0368734,-78.4968011,"400 13th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 CARROLTON TERRACE Charlottesville VA,38.0279958,-78.5102634,"100 Carrollton Terrace, Charlottesville, VA 22903, USA",ROOFTOP
700 RAYNER RD Charlottesville VA,38.0801316,-78.4721853,"200 Albemarle Square, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
900 RIVES RD Charlottesville VA,38.0177585,-78.4698107,"900 Rives St, Charlottesville, VA 22902, USA",ROOFTOP
1500 AMHURST ST Charlottesville VA,38.0424481,-78.4842871,"1500 Amherst St, Charlottesville, VA 22903, USA",ROOFTOP
400 13TH NW Charlottesville VA,38.0368734,-78.4968011,"400 13th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
700 E WATER STREET Charlottesville VA,38.0286134,-78.4755722,"700 Water St E, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
900 S 1ST. ST Charlottesville VA,38.0232593,-78.4857129,"900 1st St S, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1800 CHEKEA DR Charlottesville VA,38.0289875,-78.5112585,"1800 Chelsea Dr, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
200 RIDEGE MCINTIRE RD Charlottesville VA,38.0312665,-78.4838797,"200 Ridge McIntire Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 EMEMT ST Charlottesville VA,38.039893,-78.506392,"100 Emmet St N, Charlottesville, VA 22903, USA",ROOFTOP
15000 GRADY AVE Charlottesville VA,38.0397966,-78.495246,"Grady Ave, Charlottesville, VA 22903, USA",GEOMETRIC_CENTER
100 OLD 5TH ST CIR Charlottesville VA,38.0213918,-78.4939657,"Old 5th Street, Charlottesville, VA 22902, USA",GEOMETRIC_CENTER
800 CHARLTON RD Charlottesville VA,38.0376411,-78.4862108,"800 Charlton Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 MIDDLE SEX RD Charlottesville VA,38.059445,-78.5030447,"100 Middlesex Dr, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
200 RIDGE MCINTYRE RD Charlottesville VA,38.0312665,-78.4838797,"200 Ridge McIntire Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
400 7 ST NE Charlottesville VA,NA,NA,NA,NA
600 E WATER STREET Charlottesville VA,38.0287467,-78.4775983,"600 Water St E, Charlottesville, VA 22902, USA",ROOFTOP
1000 CHERRRY AVE Charlottesville VA,38.0264846,-78.4974462,"1000 Cherry Ave, Charlottesville, VA 22903, USA",ROOFTOP
900 ROUGEMENT AV Charlottesville VA,38.0149491,-78.4815715,"900 Rougemont Ave, Charlottesville, VA 22902, USA",ROOFTOP
1300 MOUNTAIN VIEW Charlottesville VA,38.0143722,-78.4735842,"1300 Mountain View St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1100 PAIGE ST Charlottesville VA,38.0357153,-78.4949631,"1100 Page St, Charlottesville, VA 22903, USA",ROOFTOP
1500 UNIVERSTIY AV Charlottesville VA,38.0347522,-78.5004787,"1500 University Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
400 GARETT ST Charlottesville VA,38.0279731,-78.4803241,"400 Garrett St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
200 W WATER Charlottesville VA,38.0302046,-78.4828706,"200 Water St W, Charlottesville, VA 22902, USA",ROOFTOP
1300 WERTLAND Charlottesville VA,38.0342554,-78.4980862,"1300 Wertland St, Charlottesville, VA 22903, USA",ROOFTOP
300 15 TH STREET NW Charlottesville VA,38.0363211,-78.4993725,"300 15th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 MONTIBELLO CIRCLE Charlottesville VA,38.0297592,-78.5100377,"100 Montebello Cir, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
500 CAROLINE  AVE Charlottesville VA,38.0297724,-78.4638792,"500 Caroline Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
4000 CITY WALK WY Charlottesville VA,38.0255652,-78.469162,"4000 City Walk Way, Charlottesville, VA 22902, USA",ROOFTOP
200 ROOSEVELT BROWN PKY Charlottesville VA,38.0312839,-78.495427,"200 Roosevelt Brown Blvd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1400 MELBOURNE AVE Charlottesville VA,38.0523149,-78.4759642,"1400 Melbourne Rd, Charlottesville, VA 22901, USA",ROOFTOP
700 BLANHIEM AVE Charlottesville VA,38.0228039,-78.480254,"700 Blenheim Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
300 14TH ST Charlottesville VA,38.0360899,-78.4985126,"300 14th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1500 GORDEN AVE Charlottesville VA,38.0395535,-78.4985161,"1500 Gordon Ave, Charlottesville, VA 22903, USA",ROOFTOP
200 RIDGE MCTIRE RD Charlottesville VA,38.0312665,-78.4838797,"200 Ridge McIntire Rd, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 14 TH ST NW Charlottesville VA,38.0340488,-78.4995873,"100 14th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
800 NASSU ST Charlottesville VA,38.0184647,-78.4675794,"800 Nassau St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
300 10TH 1/2 ST NW Charlottesville VA,38.035591,-78.4943257,"300 10 1/2 St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 ELLIEWOOD Charlottesville VA,38.0362462,-78.5004086,"100 Elliewood Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1500 GREENE ST Charlottesville VA,38.0167728,-78.4808899,"1500 Green St, Charlottesville, VA 22902, USA",ROOFTOP
700 BOLLING AV Charlottesville VA,38.0235701,-78.4796928,"700 Bolling Ave, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
200 15TH ST SW Charlottesville VA,38.0351581,-78.4996131,"200 15th St NW, Charlottesville, VA 22903, USA",ROOFTOP
2300 FOUNTAIN AVE Charlottesville VA,38.0258294,-78.5166664,"2300 Fontaine Ave, Charlottesville, VA 22903, USA",ROOFTOP
100 OBERVATORY AVE Charlottesville VA,38.0264386,-78.5134339,"100 Observatory Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1200 LEEL ST Charlottesville VA,38.0318629,-78.4985288,"1200 Lee St, Charlottesville, VA 22908, USA",RANGE_INTERPOLATED
100 BURENET ST Charlottesville VA,38.0239658,-78.4872598,"100 Burnet St, Charlottesville, VA 22902, USA",ROOFTOP
300 10 1/2 ST Charlottesville VA,38.035591,-78.4943257,"300 10 1/2 St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
700 PROPECT AVE Charlottesville VA,38.0245896,-78.4946679,"700 Prospect Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 LAMBETH COMMONS DR Charlottesville VA,38.042174,-78.5035715,"100 Lambeth Ln, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
300 11H ST NW Charlottesville VA,38.0358484,-78.4949821,"300 11th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
100 LODGE CREEK Charlottesville VA,38.0153992,-78.5044022,"100 Lodge Creek Cir, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
2500 JPA Charlottesville VA,38.0203443,-78.5144704,"2500 Jefferson Park Ave, Charlottesville, VA 22903, USA",ROOFTOP
800 E JEFFERSON Charlottesville VA,38.0307889,-78.4754456,"800 E Jefferson St, Charlottesville, VA 22902, USA",ROOFTOP
400 14 ST NW Charlottesville VA,38.0381182,-78.4974749,"400 14th St NW, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1100 E JFFERSON ST Charlottesville VA,38.0291642,-78.471393,"1100 E Jefferson St, Charlottesville, VA 22902, USA",ROOFTOP
3100 FONTIANE AVE Charlottesville VA,38.0260496,-78.5225009,"3100 Fontaine Ave, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
600 SHAMOCK RD Charlottesville VA,38.0228102,-78.5054266,"600 Shamrock Rd, Charlottesville, VA 22903, USA",ROOFTOP
900 FOREST AVE Charlottesville VA,38.038317,-78.4854802,"900 Forest St, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
1700 CHERRY AV Charlottesville VA,38.0210671,-78.5097403,"1700 Cherry Ave, Charlottesville, VA 22903, USA",ROOFTOP
900 ST. CHARLES AVE Charlottesville VA,38.0391277,-78.4670957,"900 St Charles Ave, Charlottesville, VA 22901, USA",RANGE_INTERPOLATED
1800 CEDAR HILL Charlottesville VA,38.0629008,-78.4965116,"1800 Cedar Hill Rd, Charlottesville, VA 22901, USA",ROOFTOP
100 CLARCK CT Charlottesville VA,38.0268101,-78.5156202,"100 Clarke Ct, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
600 PRESTON RD Charlottesville VA,38.0411798,-78.4983413,"600 Preston Pl, Charlottesville, VA 22903, USA",ROOFTOP
900 EMEMT ST N Charlottesville VA,38.048578,-78.5029799,"900 Emmet St N, Charlottesville, VA 22903, USA",ROOFTOP
700 W MAIN Charlottesville VA,38.0314589,-78.4901109,"700 W Main St, Charlottesville, VA 22903, USA",ROOFTOP
200 CAMILLIA DR Charlottesville VA,38.013926,-78.510897,"200 Camellia Dr, Charlottesville, VA 22903, USA",ROOFTOP
300 E JEFFERSON STREET Charlottesville VA,38.0318078,-78.4792579,"300 E Jefferson St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
200 E MARKET STREET Charlottesville VA,38.0311029,-78.4803537,"200 E Market St, Charlottesville, VA 22902, USA",ROOFTOP
1600 KEN WOOD LN Charlottesville VA,38.0571197,-78.4785513,"1600 Kenwood Ln, Charlottesville, VA 22901, USA",ROOFTOP
1400 HAMPTON AVE Charlottesville VA,38.0192101,-78.4691263,"1400 Hampton St, Charlottesville, VA 22902, USA",RANGE_INTERPOLATED
1400 CEDAR CT Charlottesville VA,38.0158421,-78.5360592,"1400 Cedarwood Ct, Charlottesville, VA 22903, USA",RANGE_INTERPOLATED
